group,title,link,thumbnail
NewJeans,Right Now,https://youtu.be/m6pTbEz4w3o?si=vm39O9WdkiU90x4K,https://i.ytimg.com/vi/m6pTbEz4w3o/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANiiUGGqinh5ae8IRpPP0Hf-u52Q
NewJeans,Supernatural (Part.1),https://youtu.be/ZncbtRo7RXs?si=yfQxD967Cb_NqWUl,https://i.ytimg.com/vi/ZncbtRo7RXs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwIMOa487nbdjRKYJHoUYe5ZIkcA
NewJeans,Supernatural (Part.2),https://youtu.be/A4S8zl50AdM?si=LwfU_GxONZBgGiDY,https://i.ytimg.com/vi/V37TaRdVUQY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmhwNYy4-xktJ4snvOi0xyOnEKNw
NewJeans,Zero,https://youtu.be/XIOoqJyx8E4?si=cBRvMI4ptASjj_5u,https://i.ytimg.com/vi/XIOoqJyx8E4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBi1FwNg15w2xDaA7i8CMwOsmH1lw
LE SSERAFIM,FEARLESS,https://youtu.be/4vbDFu0PUew?si=L-iVDJMypZP4QV2Q,https://i.ytimg.com/vi/4vbDFu0PUew/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChh329wUhOZRsKmSPNFd_Vgjx1ug
LE SSERAFIM,ANTIFRAGILE,https://youtu.be/pyf8cbqyfPs?si=DA7nCaXCSbk2cxaz,https://i.ytimg.com/vi/pyf8cbqyfPs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCY_ahXwGYUjvt8XPw9KRhy_KUbFw
LE SSERAFIM,Impurities,https://youtu.be/Ccz123Jlflc?si=FhqN-u1reWLdYnMD,https://i.ytimg.com/vi/Ccz123Jlflc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALUx7uNquSpHM8ubnqqxpyIIlrsw
LE SSERAFIM,UNFORGIVEN,https://youtu.be/UBURTj20HXI?si=uz3d0KCp6HysVO3Q,https://i.ytimg.com/vi/UBURTj20HXI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoRW7BhkAJnedHnzSRuscqzAIBag
LE SSERAFIM,"이브, 프시케 그리고 푸른 수염의 아내",https://youtu.be/dZs_cLHfnNA?si=TQ35vSSmp3VPXsL-,https://i.ytimg.com/vi/dZs_cLHfnNA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChTARP_PZS0hwzmYvDIQO9TNfYsQ
LE SSERAFIM,Perfect Night,https://youtu.be/hLvWy2b857I?si=Bsz3XwMbxYCkSRZg,https://i.ytimg.com/vi/oKBwWQI-IoI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbwrb7Cb9WnjvRQEYzyeME49Vt1w
LE SSERAFIM,EASY,https://youtu.be/bNKXxwOQYB8?si=2iaP8zGTS63B1j7_,https://i.ytimg.com/vi/bNKXxwOQYB8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyn13yC-nUjgyK-KOBU35TjTVLpw
LE SSERAFIM,Smart,https://youtu.be/KNexS61fjus?si=jCn2cPkQtfk7tJRI,https://i.ytimg.com/vi/KNexS61fjus/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1Z9M3xfHyQhT1YMZ6xCXd0rXbIw
LE SSERAFIM,CRAZY,https://youtu.be/n6B5gQXlB-0?si=V3fP9WR_PLymgwIA,https://i.ytimg.com/vi/n6B5gQXlB-0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD43PzdSVeiP7ACSyD3guRt2ved_A
IVE,ELEVEN,https://youtu.be/--FmExEAsM8?si=w-j4r5THLdyK9lu4,https://i.ytimg.com/vi/--FmExEAsM8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMz9wP3yoAPg6DbvICXaYXnWoqkQ
IVE,LOVE DIVE,https://youtu.be/Y8JFxS1HlDo?si=E3KtZsayEAeTK97g,https://i.ytimg.com/vi/Y8JFxS1HlDo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHaqw2Wipv8HljuICX2Ehg0ZI2zg
IVE,After LIKE,https://youtu.be/F0B7HDiY-10?si=edkWnfeBNQEkRDke,https://i.ytimg.com/vi/F0B7HDiY-10/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBVm4EHqyg8V_RRxPXBeovPtq4_dg
IVE,Kitsch,https://youtu.be/pG6iaOMV46I?si=sLYkqEMWX9ZEyNhM,https://i.ytimg.com/vi/pG6iaOMV46I/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBNuM3BW8yO4mkkN7OepDnwoatx2Q
IVE,I AM,https://youtu.be/6ZUIwj3FgUY?si=9fTJ_MiDarPYgAf9,https://i.ytimg.com/vi/6ZUIwj3FgUY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbi908iZ0X45UKLMtBynkwnpxwtA
IVE,Either Way,https://youtu.be/_Hu4GYtye5U?si=x5stG6oKkwfIFa5G,https://i.ytimg.com/vi/_Hu4GYtye5U/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDx1UIg6f32XLPEP6pPAjDc2vGCHg
IVE,Off The Record,https://youtu.be/_ApV7Lm87cg?si=MnUiDUfcd4aljpdV,https://i.ytimg.com/vi/_ApV7Lm87cg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_yldjkO2_vd5MR8HpYhXItvbCaA
IVE,Baddie,https://youtu.be/Da4P2uT4mVc?si=XRqYzz10So9QT-iU,https://i.ytimg.com/vi/Da4P2uT4mVc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClpdoFsHBhLWEQO_P_K8BdF2q_fA
IVE,All Night,https://youtu.be/xU8mQMLx0tk?si=XP8a0x9lCdFeTMtP,https://i.ytimg.com/vi/xU8mQMLx0tk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2IWqxjTM--L1a3uzP-u7J8hW9XA
IVE,해야 (HEYA),https://youtu.be/07EzMbVH3QE?si=xJXATxUrLH1diTOF,https://i.ytimg.com/vi/07EzMbVH3QE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwlLKhSR-lm7JHeBDcTM79ySxiww
IVE,Accendio,https://youtu.be/PGLx4V680J8?si=a_8AA8jJwBwyEO9d,https://i.ytimg.com/vi/PGLx4V680J8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPMu_XISBpnIGzMBCmPPBENNhf6Q
tripleS,Generation,https://youtu.be/0cZ7o0Wn_dc?si=ouSYhG1LdVtBR_ce,https://i.ytimg.com/vi/0cZ7o0Wn_dc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANaj3qBu9yEueC5EwOIWx5zRBIew
tripleS,Rising,https://youtu.be/3TQd2ahq6oU?si=B5blxNdZhQiQjlig,https://i.ytimg.com/vi/3TQd2ahq6oU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDAwL7YpgomiChqc3TaJd4LtG_e4Q
tripleS,Cherry Talk,https://youtu.be/uE_T_t6s_Go?si=w28h8XDCtfDf9QyH,https://i.ytimg.com/vi/uE_T_t6s_Go/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBiYY31hi4nWzjLB4R7PkxbjKbINA
